,nx,ny,rsx,rsy,lsx,lsy,rhx,rhy,lhx,lhy,rkx,rky,lkx,lky,label,original_index
0,-20.86956520000001,0.0,-27.82608689999998,0.0,0.0,3.913043480000006,-27.826086999999973,-11.739130439999997,-27.826087,-7.826086959999998,-34.78260869999997,-7.826086899999993,-27.82608689999998,-7.826086899999993,0.0,0.0
1,-20.86956520000001,0.0,-20.86956520000001,0.0,0.0,3.913043480000006,-20.869565300000005,-3.913043479999999,-34.7826087,-3.913043479999999,-34.78260869999997,-7.826087000000015,-34.7826087,-7.826087000000015,0.0,2.0
2,-27.82608700000003,0.0,-20.86956520000001,0.0,0.0,0.0,-27.826087,-11.739130439999997,-27.82608689999998,-7.826086959999998,-34.78260869999997,-11.739130399999993,-34.7826087,-11.739130399999993,0.0,4.0
3,-34.7826087,-15.652173909999995,-34.7826087,-15.652173909999995,0.0,-11.739130429999996,-27.826087,-11.739130439999997,-27.82608689999998,-11.739130439999997,-41.739130399999965,-15.652173900000008,-34.7826087,-15.652173900000008,0.0,6.0
4,-20.86956520000001,0.0,-13.913043399999992,3.913043480000006,0.0,3.913043469999998,-20.869565199999982,0.0,-34.7826087,0.0,-41.739130399999965,-7.826087000000015,-34.7826087,-11.73913050000003,0.0,8.0
5,-20.86956520000001,0.0,-13.913043399999992,3.913043480000006,0.0,0.0,-27.826087,0.0,-27.82608689999998,-3.913043479999999,-20.86956520000001,-7.826087000000015,-55.652174,-7.826087000000015,0.0,10.0
6,-20.86956520000001,3.913043469999998,-20.86956520000001,7.826086950000004,0.0,3.913043469999998,-27.82608689999998,3.913043479999999,-34.7826087,0.0,-20.86956520000001,-3.9130435000000006,-62.60869570000001,-7.826087000000015,0.0,12.0
7,-13.913043500000015,3.913043469999998,-20.86956520000001,7.826086950000004,0.0,7.826086949999997,-27.82608689999998,3.913043479999999,-27.82608700000003,3.913043479999999,-34.7826087,-3.9130435000000006,-48.695652200000026,-7.826087000000015,0.0,14.0
8,-20.86956520000001,3.913043479999999,-20.86956520000001,7.826086949999997,0.0,3.913043479999999,-27.82608689999998,7.826086959999998,-27.82608700000003,3.913043479999999,-41.739130500000016,-7.826087000000015,-48.695652200000026,-7.826087000000015,0.0,16.0
9,-27.82608689999998,3.913043479999999,-20.86956520000001,3.913043479999999,0.0,3.913043479999999,-27.82608689999998,3.913043479999999,-27.82608700000003,3.913043479999999,-48.695652199999984,-7.826087000000015,-48.695652200000026,-7.826087000000015,0.0,18.0
10,-27.82608689999998,3.913043479999999,-27.82608700000003,0.0,0.0,3.913043479999999,-20.869565199999982,7.826086959999998,-20.86956520000001,7.8260869199999945,-62.60869570000001,-11.73913050000003,-48.69565209999999,-11.739130399999993,0.0,20.0
11,-27.826087,11.739130439999997,-34.7826087,11.739130429999996,0.0,7.826086959999998,-34.7826087,7.826086959999998,-34.7826087,3.913043479999999,-41.739130500000016,-7.826087000000015,-48.695652200000026,-7.826087000000015,0.0,22.0
12,-27.826087,15.652173919999996,-34.7826087,15.652173909999995,0.0,11.739130439999997,-34.7826087,11.739130399999993,-27.82608700000003,7.8260869199999945,-69.5652174,-11.739130399999993,-55.65217390000001,-11.739130399999993,0.0,24.0
13,-34.78260870000001,15.652173919999996,-34.7826087,19.565217389999994,0.0,15.652173919999996,-41.739130500000016,11.739130399999993,-34.7826087,7.8260869199999945,-76.52173920000001,-7.826087000000015,-48.69565209999999,-7.826086899999993,0.0,26.0
